ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY;ControllerAimAssistState;ControllerHover;ControllerName;ControllerOffset;ControllerSmoothed;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DualTask;Email;Event;EventType;EyePatch;Framecount;GameDuration;GameId;GameMessage;GameSpeed;GameState;GameTimeLeft;GameTimeSpent;GeometricMirror;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;HideWall;HideWallAmount;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;MirrorEffect;MoleActivatedDuration;MoleId;MoleIndexX;MoleIndexY;MoleLifeTime;MoleNormalizedIndexX;MoleNormalizedIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MoleSize;MoleSpawnOrder;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;MoleType;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceName;MotorSpaceWidth;ParticipantId;PatternSegmentID;PatternSegmentLabel;PlayedPattern;PointerShootOrder;PrismOffset;PupilTime;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerMain;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;SessionID;TestId;TimeSinceLastEvent;Timestamp;UnityToPupilTimeOffset;WallBoundsXMax;WallBoundsXMin;WallBoundsYMax;WallBoundsYMin;WallBoundsZMax;WallBoundsZMin;WallCenterX;WallCenterY;WallCenterZ;WallColumnCount;WallCurveRatioX;WallCurveRatioY;WallRowCount;WallSizeX;WallSizeY;WallSizeZ
NULL;NULL;None;NULL;Controller (right);0;True;0603;6;3;1.1484;0.0000;5.9977;1.1484;1.8500;6.5477;False;anonymous;Mole Hit;MoleEvent;None;9227;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;316.5403;126.9597;False;0.0132;1.2066;-0.2202;356.2849;2.1055;1.1977;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.002774635;0.503352;0.864077;0.0000;0.0000;0.0000;-0.2751;1.0033;0.2674;321.3640;354.2029;355.2667;0.0000;0.0000;0.0000;False;1.2412;0603;6;3;5.0000;0.6250;0.5000;1.1484;0.0000;5.9977;1.1484;1.8500;6.5477;0.6853;0071;-0.0861;0.1013;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;67;0;270339.139009;0.0000;0.0000;0.0000;1.0623;1.9513;6.3502;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2771;1.0055;0.2467;329.7780;359.8160;2.1398;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:46.9462;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0303;3;3;-2.2949;0.0000;5.9908;-2.2949;1.8500;6.5408;False;anonymous;Mole Expired;MoleEvent;None;9228;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;316.5403;126.9597;False;0.0132;1.2066;-0.2202;356.2768;2.1023;1.1960;0.0081;0.0032;0.0018;None;-1;NULL;NULL;NULL;-0.002774635;0.503352;0.864077;0.0000;0.0000;0.0000;-0.2751;1.0033;0.2674;321.3640;354.2029;355.2667;0.0000;0.0000;0.0000;False;5.0000;0303;3;3;5.0000;0.2500;0.5000;-2.2949;0.0000;5.9908;-2.2949;1.8500;6.5408;0.6841;0061;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;67;0;270339.158101;0.0000;0.0000;0.0000;1.0623;1.9513;6.3502;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2771;1.0055;0.2467;329.7780;359.8160;2.1398;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0477;2023-01-24 13:26:46.9662;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0803;8;3;3.4380;0.0000;5.9792;3.4380;1.8500;6.5292;False;anonymous;Mole Spawned;MoleEvent;None;9228;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;316.5403;126.9597;False;0.0132;1.2066;-0.2202;356.2768;2.1023;1.1960;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.002774635;0.503352;0.864077;0.0000;0.0000;0.0000;-0.2751;1.0033;0.2674;321.3640;354.2029;355.2667;0.0000;0.0000;0.0000;False;NULL;0803;8;3;5.0000;0.8750;0.5000;3.4380;0.0000;5.9792;3.4380;1.8500;6.5292;0.6821;0072;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;67;0;270339.165945;0.0000;0.0000;0.0000;1.0623;1.9513;6.3502;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2771;1.0055;0.2467;329.7780;359.8160;2.1398;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:46.9732;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0203;2;3;-3.4380;0.0000;5.9792;-3.4380;1.8500;6.5292;False;anonymous;Mole Spawned;MoleEvent;None;9228;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;316.5403;126.9597;False;0.0132;1.2066;-0.2202;356.2768;2.1023;1.1960;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.002774635;0.503352;0.864077;0.0000;0.0000;0.0000;-0.2751;1.0033;0.2674;321.3640;354.2029;355.2667;0.0000;0.0000;0.0000;False;NULL;0203;2;3;5.0000;0.1250;0.5000;-3.4380;0.0000;5.9792;-3.4380;1.8500;6.5292;0.6821;0072;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;67;0;270339.173599;0.0000;0.0000;0.0000;1.0623;1.9513;6.3502;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2771;1.0055;0.2467;329.7780;359.8160;2.1398;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:46.9812;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;9228;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;316.4926;127.0074;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.002774635;0.503352;0.864077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;67;0;270339.199523;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:47.0042;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;603;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;9247;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.8402;127.6598;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.002774635;0.503352;0.864077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;67;0;270339.828491;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.6524;2023-01-24 13:26:47.6335;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;203;Controller (left);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;9249;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.7673;127.7327;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.002774635;0.503352;0.864077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;67;0;270339.898414;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0728;2023-01-24 13:26:47.7036;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;9269;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.122;128.378;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.3602229;0.5968406;0.7169524;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;NULL;0;270340.543921;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.6454;2023-01-24 13:26:48.3493;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (left);0;True;0203;2;3;-3.4380;0.0000;5.9792;-3.4380;1.8500;6.5292;False;anonymous;Mole Hit;MoleEvent;None;9269;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.122;128.378;False;-0.0030;1.2057;-0.2211;356.5107;353.5738;1.7795;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.3602229;0.5968406;0.7169524;0.0000;0.0000;0.0000;-0.4089;1.0006;0.2371;323.3560;333.3234;3.8401;0.0000;0.0000;0.0000;False;1.4183;0203;2;3;5.0000;0.1250;0.5000;-3.4380;0.0000;5.9792;-3.4380;1.8500;6.5292;0.6821;0072;-0.0912;0.0161;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;6;0;270340.548892;0.0000;0.0000;0.0000;3.2354;1.8018;6.3502;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3926;0.9965;0.2343;332.7612;17.7760;355.9471;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:48.3553;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;9269;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.122;128.378;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;NULL;0;270340.554571;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:48.3593;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Expired Mole Hit;MoleEvent;None;9269;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.122;128.378;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;0503;5;3;5.0000;0.5000;0.5000;0.0000;0.0000;6.0000;0.0000;1.8500;6.5500;0.6857;0065;0.0020;-0.1142;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270340.559231;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:48.3643;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0803;8;3;3.4380;0.0000;5.9792;3.4380;1.8500;6.5292;False;anonymous;Mole Hit;MoleEvent;None;9269;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.122;128.378;False;-0.0030;1.2057;-0.2211;356.5107;353.5738;1.7795;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;0.0000;0.0000;0.0000;-0.4089;1.0006;0.2371;323.3560;333.3234;3.8401;0.0000;0.0000;0.0000;False;1.4183;0803;8;3;5.0000;0.8750;0.5000;3.4380;0.0000;5.9792;3.4380;1.8500;6.5292;0.6821;0072;-0.2040;-0.0503;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270340.565135;0.0000;0.0000;0.0000;3.2340;1.7997;6.3501;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3924;0.9962;0.2343;332.7830;17.5948;356.0412;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:48.3723;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0903;9;3;4.5757;0.0000;5.9631;4.5757;1.8500;6.5131;False;anonymous;Mole Expired;MoleEvent;None;9270;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.122;128.378;False;-0.0028;1.2057;-0.2210;356.5216;353.6382;1.7630;0.0110;0.0644;0.0166;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;0.0000;0.0000;0.0000;-0.4089;1.0006;0.2371;323.3560;333.3234;3.8401;0.0000;0.0000;0.0000;False;5.0000;0903;9;3;5.0000;1.0000;0.5000;4.5757;0.0000;5.9631;4.5757;1.8500;6.5131;0.6793;0062;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270340.583786;0.0000;0.0000;0.0000;3.2340;1.7997;6.3501;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3924;0.9962;0.2343;332.7830;17.5948;356.0412;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0537;2023-01-24 13:26:48.3903;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0804;8;4;3.4380;1.1690;5.9700;3.4380;3.0190;6.5200;False;anonymous;Mole Spawned;MoleEvent;None;9270;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.122;128.378;False;-0.0028;1.2057;-0.2210;356.5216;353.6382;1.7630;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;0.0000;0.0000;0.0000;-0.4089;1.0006;0.2371;323.3560;333.3234;3.8401;0.0000;0.0000;0.0000;False;NULL;0804;8;4;5.0000;0.8750;0.7500;3.4380;1.1690;5.9700;3.4380;3.0190;6.5200;0.6872;0073;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270340.591002;0.0000;0.0000;0.0000;3.2340;1.7997;6.3501;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3924;0.9962;0.2343;332.7830;17.5948;356.0412;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:48.3975;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0204;2;4;-3.4380;1.1690;5.9700;-3.4380;3.0190;6.5200;False;anonymous;Mole Spawned;MoleEvent;None;9270;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.122;128.378;False;-0.0028;1.2057;-0.2210;356.5216;353.6382;1.7630;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;0.0000;0.0000;0.0000;-0.4089;1.0006;0.2371;323.3560;333.3234;3.8401;0.0000;0.0000;0.0000;False;NULL;0204;2;4;5.0000;0.1250;0.7500;-3.4380;1.1690;5.9700;-3.4380;3.0190;6.5200;0.6872;0073;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270340.598696;0.0000;0.0000;0.0000;3.2340;1.7997;6.3501;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3924;0.9962;0.2343;332.7830;17.5948;356.0412;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:48.4065;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;9270;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.0683;128.4317;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270340.626616;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:48.4315;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;203;Controller (left);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;9270;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;315.0683;128.4317;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270340.632098;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:48.4363;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;803;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;9288;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;314.4053;129.0947;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270341.274306;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.6631;2023-01-24 13:26:49.0797;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;204;Controller (left);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;9288;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;314.4053;129.0947;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.2688145;0.4573621;0.8476784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;68;0;270341.279766;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:49.0847;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;9305;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;313.8036;129.6964;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.3388537;0.6921688;0.6372445;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentA;D2-5 Mirror Therapy;NULL;0;270341.868862;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.6017;2023-01-24 13:26:49.6734;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
